5.009748781574073495e-02,3.848921994856802087e-01
5.019516570896583735e-02,3.879401515292460467e-01
5.029303405028007212e-02,3.910122402315238666e-01
5.039109321101077621e-02,3.941086567301309573e-01
5.048934356320936706e-02,3.972295936763012847e-01
5.058778547965259165e-02,4.003752452468667400e-01
5.068641933384403914e-02,4.035458071563417515e-01
5.078524550001555643e-02,4.067414766690993777e-01
5.088426435312863594e-02,4.099624526116443790e-01
5.098347626887585887e-02,4.132089353849836555e-01
5.108288162368228302e-02,4.161200548230843399e-01
5.118248079470699707e-02,4.189791581785973218e-01
5.128227415984436960e-02,4.218579060379085144e-01
5.138226209772558950e-02,4.247564333756871369e-01
5.148244498772010236e-02,4.276748760939946270e-01
5.158282320993701903e-02,4.306133710286566552e-01
5.168339714522657280e-02,4.335720559556789921e-01
5.178416717518153495e-02,4.365510695977065092e-01
5.188513368213876903e-02,4.395505516305305282e-01
5.198629704918053540e-02,4.425706426896329204e-01
5.208765766013601084e-02,4.452843684314254369e-01
5.218921589958277346e-02,4.479632562896894155e-01
5.229097215284822520e-02,4.506582606808162139e-01
5.239292680601104896e-02,4.533694785639342806e-01
5.249508024590267274e-02,4.560970074814895692e-01
5.259743286010883090e-02,4.588409455627582845e-01
5.269998503697088249e-02,4.616013915273727841e-01
5.280273716558735869e-02,4.643784446888759576e-01
5.290568963581547546e-02,4.671722049582938130e-01
5.300884283827254212e-02,4.699542728053353047e-01
5.311219716433746019e-02,4.724469507618785924e-01
5.321575300615231929e-02,4.749528500970855438e-01
5.331951075662369477e-02,4.774720409382871011e-01
5.342347080942425747e-02,4.800045937847763344e-01
5.352763355899425868e-02,4.825505795097806416e-01
5.363199940054300119e-02,4.851100693624449955e-01
5.373656873005035889e-02,4.876831349698262930e-01
5.384134194426822700e-02,4.902698483388964745e-01
5.394631944072217355e-02,4.928702818585609657e-01
5.405150161771273692e-02,4.953388486203076924e-01
5.415688887431709814e-02,4.976670938310573389e-01
5.426248161039052414e-02,5.000062825116690091e-01
5.436828022656790826e-02,5.023564660998229847e-01
5.447428512426528285e-02,5.047176962749723161e-01
5.458049670568131118e-02,5.070900249594789688e-01
5.468691537379894579e-02,5.094735043197579083e-01
5.479354153238675390e-02,5.118681867674201857e-01
5.490037558600059653e-02,5.142741249604284581e-01
5.500741793998510654e-02,5.166728618574010223e-01
5.511466900047525680e-02,5.188328567696756100e-01
5.522212917439785901e-02,5.210018817246824252e-01
5.532979886947313880e-02,5.231799744732835711e-01
5.543767849421632476e-02,5.253671729241635724e-01
5.554576845793909867e-02,5.275635151444862947e-01
5.565406917075121224e-02,5.297690393605585246e-01
5.576258104356202755e-02,5.319837839584958816e-01
5.587130448808208527e-02,5.342077874848899510e-01
5.598023991682466588e-02,5.364410886474800799e-01
5.608938774310731623e-02,5.384846551826222294e-01
5.619874838105353571e-02,5.404917992216978773e-01
5.630832224559418481e-02,5.425064246758051212e-01
5.641810975246916438e-02,5.445285594311194410e-01
5.652811131822895602e-02,5.465582314777591710e-01
5.663832736023623193e-02,5.485954689101727455e-01
5.674875829666740229e-02,5.506402999275272769e-01
5.685940454651420423e-02,5.526927528340993545e-01
5.697026652958538107e-02,5.547528560396680630e-01
5.708134466650812561e-02,5.566583064539283310e-01
5.719263937872977321e-02,5.585107155159542147e-01
5.730415108851937694e-02,5.603692888969048491e-01
5.741588021896932431e-02,5.622340471099748216e-01
5.752782719399691241e-02,5.641050107366214483e-01
5.763999243834595082e-02,5.659822004267908158e-01
5.775237637758849629e-02,5.678656368991480408e-01
